filepath,label,chain,store_id,brand,width,height,aspect_ratio,megapixels,brightness,contrast,edge_density
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_27.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT1571,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4848814904689789,0.25458410382270813,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_28.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT1571,ALESOL - NATURELLA,1280,720,1.7777777777777777,0.9216,0.41703397035598755,0.22507786750793457,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_29.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT1571,H&S-PANTENE,1280,720,1.7777777777777777,0.9216,0.5949467420578003,0.2121577113866806,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_30.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2497,ORAL B,1280,720,1.7777777777777777,0.9216,0.5173577070236206,0.24901661276817322,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_31.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2497,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.4563280940055847,0.22928106784820557,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_32.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2497,GILLETE,1280,720,1.7777777777777777,0.9216,0.5141818523406982,0.2685355842113495,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_33.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2497,H&S,1280,720,1.7777777777777777,0.9216,0.5108744502067566,0.23636667430400848,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_34.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT1571,ORAL B,1280,720,1.7777777777777777,0.9216,0.4745882451534271,0.255927711725235,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_35.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT601,GILLETTE - ORAL B,1280,720,1.7777777777777777,0.9216,0.5124202966690063,0.244538813829422,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_36.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT601,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.42859405279159546,0.25687021017074585,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_37.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT601,PODEROX,1280,720,1.7777777777777777,0.9216,0.48704174160957336,0.21444812417030334,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_38.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT601,PANTENE,1280,720,1.7777777777777777,0.9216,0.46230560541152954,0.23839664459228516,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_39.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT601,H&S,1280,720,1.7777777777777777,0.9216,0.4964124858379364,0.20399251580238342,0.24999565972222224
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_40.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT601,HERBAL,1280,720,1.7777777777777777,0.9216,0.47791481018066406,0.21528403460979462,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_41.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT177,GILLETTE,960,720,1.3333333333333333,0.6912,0.513418972492218,0.20611655712127686,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_42.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT177,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.458461195230484,0.26149362325668335,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_43.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT177,H&S-PANTENE,960,720,1.3333333333333333,0.6912,0.4724244475364685,0.21167853474617004,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_44.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT177,ORAL B,960,720,1.3333333333333333,0.6912,0.4857780337333679,0.22869808971881866,0.24999565972222224
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_45.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT609,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.48983073234558105,0.2823457419872284,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_46.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT609,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.4469930827617645,0.2696499526500702,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_47.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT609,ALESOL - NATURELLA,960,720,1.3333333333333333,0.6912,0.5292914509773254,0.2103687971830368,0.24999131944444444
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_48.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT609,PODEROX,960,720,1.3333333333333333,0.6912,0.5200340747833252,0.21163113415241241,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_49.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT609,PANTENE - H&S,960,720,1.3333333333333333,0.6912,0.5334358215332031,0.2146860808134079,0.24999131944444444
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_50.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT609,GILLETTE,960,720,1.3333333333333333,0.6912,0.5281129479408264,0.2386314421892166,0.24999421296296295
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_51.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT609,ORAL B,960,720,1.3333333333333333,0.6912,0.5284720063209534,0.22032476961612701,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_52.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT667,GILLETTE,960,720,1.3333333333333333,0.6912,0.472765177488327,0.28581714630126953,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_53.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT667,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.4041287899017334,0.2492053210735321,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_54.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT667,ALESOL-NATURELLA-LA REINA,960,720,1.3333333333333333,0.6912,0.49835512042045593,0.24672353267669678,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_55.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT667,PANTENE - H&S,960,720,1.3333333333333333,0.6912,0.49902647733688354,0.2337644100189209,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_56.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT667,GILLETTE-OLD SPICE,960,720,1.3333333333333333,0.6912,0.5087425112724304,0.2495027631521225,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_57.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT303,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.510319709777832,0.28771549463272095,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_58.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT303,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.4024845361709595,0.25821739435195923,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_59.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT303,H&S,960,720,1.3333333333333333,0.6912,0.4896947741508484,0.23614896833896637,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_60.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT174,GILLETTE - ORAL B,3264,2448,1.3333333333333333,7.990272,0.4528089165687561,0.3071463704109192,0.24989737520825323
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_61.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT174,CHOCOLATES,3264,2448,1.3333333333333333,7.990272,0.4441796541213989,0.23886889219284058,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_62.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT174,PODEROX,3264,2448,1.3333333333333333,7.990272,0.4102110266685486,0.2308899164199829,0.2499894872164552
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_63.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT174,H&S-PANTENE,3264,2448,1.3333333333333333,7.990272,0.4373053014278412,0.19980888068675995,0.2499991239347046
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_64.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT174,GILLETTE,3264,2448,1.3333333333333333,7.990272,0.4386381506919861,0.2592014670372009,0.24999411784730233
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_65.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT175,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.4531911015510559,0.2999487817287445,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_66.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT175,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.42928317189216614,0.24211838841438293,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_67.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT175,PANTENE - H&S,960,720,1.3333333333333333,0.6912,0.5110684633255005,0.22731679677963257,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_68.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT173,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.5119132995605469,0.23047184944152832,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_69.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT173,GIRASOLI,960,720,1.3333333333333333,0.6912,0.5211449265480042,0.2604585886001587,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_70.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT173,PANTENE,960,720,1.3333333333333333,0.6912,0.36720702052116394,0.2731892168521881,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_71.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT35,GILLETTE - ORAL B,960,720,1.3333333333333333,0.6912,0.4090411961078644,0.28805363178253174,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_72.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT35,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.40778714418411255,0.2616651952266693,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_73.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT35,ALESOL - NATURELLA,960,720,1.3333333333333333,0.6912,0.49600088596343994,0.2288152128458023,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_74.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT35,PANTENE,960,720,1.3333333333333333,0.6912,0.5080735683441162,0.20492927730083466,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_75.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT172,GILLETTE - ORAL B,1280,720,1.7777777777777777,0.9216,0.48807433247566223,0.21826554834842682,0.24999348958333334
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_76.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT172,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.4647076725959778,0.22568823397159576,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_77.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT172,PANTENE,1280,720,1.7777777777777777,0.9216,0.4800693094730377,0.2208475023508072,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_78.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT172,GILLETTE-OLD SPICE,1280,720,1.7777777777777777,0.9216,0.4973822236061096,0.20091037452220917,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_79.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT172,ORAL B,1280,720,1.7777777777777777,0.9216,0.518868088722229,0.18449705839157104,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_80.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT450,GILLETTE,960,720,1.3333333333333333,0.6912,0.4868670403957367,0.26395294070243835,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_81.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT450,CHOCOLATES,960,720,1.3333333333333333,0.6912,0.431675523519516,0.26115235686302185,0.24999421296296295
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_82.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,PANTENE,960,720,1.3333333333333333,0.6912,0.5342179536819458,0.19670142233371735,0.24999855324074075
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_83.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,H&S,960,720,1.3333333333333333,0.6912,0.46048226952552795,0.2314198613166809,0.24999565972222224
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_84.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT450,ORAL B,960,720,1.3333333333333333,0.6912,0.5182247757911682,0.23639100790023804,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_85.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2378,GILLETTE,1280,720,1.7777777777777777,0.9216,0.4668416678905487,0.30733728408813477,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_86.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2378,CHOCOLATES,1280,720,1.7777777777777777,0.9216,0.4549318552017212,0.2905619442462921,0.2499978298611111
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_87.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2378,PODEROX,1280,720,1.7777777777777777,0.9216,0.4969496428966522,0.2528643310070038,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_88.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2378,PANTENE,1280,720,1.7777777777777777,0.9216,0.5735152363777161,0.22807367146015167,0.24999891493055557
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_89.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2394,GILLETTE - ORAL B,720,480,1.5,0.3456,0.4912550151348114,0.26636943221092224,0.2499971064814815
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_90.jpg,CHECK_OUT,GERARDO ORTIZ CORAL,UTT2394,CHOCOLATES,720,480,1.5,0.3456,0.3845474421977997,0.2606980800628662,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_91.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2394,H&S,720,480,1.5,0.3456,0.454682856798172,0.2260223627090454,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CABECERA\img_92.jpg,CABECERA,GERARDO ORTIZ CORAL,UTT2394,ORAL B,720,480,1.5,0.3456,0.5230770707130432,0.28816354274749756,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\GANCHERA\img_93.jpg,GANCHERA,MEGA SANTAMARIA S.A.,UTT3,GILLETTE,1280,720,1.7777777777777777,0.9216,0.41295701265335083,0.2566053569316864,0.25
C:\Users\sebas\Downloads\proyecto_final_clasificador (1)\proyecto_final_clasificador\data\data\raw\CHECK_OUT\img_94.jpg,CHECK_OUT,MEGA SANTAMARIA S.A.,UTT3,GILLETTE ,1280,720,1.7777777777777777,0.9216,0.48995232582092285,0.23939664661884308,0.24999891493055557
